Product,Quantity,Sale Date,Customer,City,State,Unit Price,Total Value
professional,3,2023-07-15,Jonathan Jones,Gregfort,LA,79.77,239.31
line,2,2022-12-28,Ashley Burnett,Lake Jennifer,GA,37.41,74.82
final,6,2023-11-01,Catherine Perkins,Christopherton,AZ,50.74,304.44
point,6,2023-02-11,Theresa Schwartz,West Kevin,ID,99.08,594.48
group,5,2023-05-07,Wayne Wade,Lake Davidberg,ID,69.71,348.55
assume,5,2023-04-06,Tracey Bell,Cynthiaport,MT,42.79,213.95
still,1,2023-03-26,Brian Rodriguez,Stevenside,GA,84.5,84.5
cut,5,2023-11-09,Peter Brown,Lake Jeffreychester,GA,73.91,369.55
entire,9,2023-08-28,Melissa Farmer,Richardtown,AK,79.71,717.39
force,10,2023-03-30,Kimberly Nicholson,Desireeside,ND,53.59,535.9
general,5,2023-04-09,Donald Houston,Thompsonmouth,FM,71.72,358.6
good,1,2023-11-10,Maurice Wells,New Mackenziemouth,NE,23.31,23.31
woman,7,2023-06-05,Johnny Harding,North Josephhaven,WY,87.06,609.42
husband,3,2023-11-14,Victoria Marshall,Sarafort,MO,42.15,126.45
trial,1,2023-08-21,Scott Daugherty,Whitneyton,SD,31.99,31.99
beautiful,7,2023-05-10,Sue Donaldson,Raymondmouth,NV,42.35,296.45
room,2,2023-04-20,Michelle Reynolds,Kaylaport,MI,27.45,54.9
total,7,2023-09-29,Zachary Sims,Mackview,VA,67.49,472.43
despite,5,2023-09-30,Tara Adams,South Kristen,MH,88.94,444.7
hospital,9,2023-06-09,Rachael Decker,East Elizabeth,PA,90.93,818.37
room,8,2023-08-30,Melissa Lee,Jacksonmouth,MS,98.86,790.88
name,9,2023-05-13,Yolanda Simmons,Sabrinafurt,CT,25.75,231.75
two,6,2023-06-30,Robert Roach,Phillipborough,NE,89.92,539.52
kitchen,7,2023-06-12,Mrs. Mary Heath,Benjaminburgh,MH,63.02,441.14
mean,5,2023-03-03,Terry Edwards,Lake Michael,MH,37.84,189.2
life,1,2023-06-29,Kristin Shelton,North Bridgetshire,OH,62.16,62.16
my,6,2023-11-03,Timothy Lang,East Jasonmouth,WY,85.08,510.48
stuff,2,2023-05-02,Emily Hahn,Brownshire,IL,49.01,98.02
physical,8,2023-01-08,Dalton Huff,West Christopherville,IN,61.0,488.0
radio,6,2023-11-21,Mark Oliver,Port Paulmouth,SD,35.96,215.76
rule,1,2023-03-07,Robert Perez,Port Madisonbury,NM,54.9,54.9
technology,3,2023-04-19,Joseph Robinson,Carrillostad,KY,51.97,155.91
will,3,2023-05-06,Vanessa Butler,Mckenzieshire,LA,57.09,171.27
ever,5,2023-06-06,Frederick Herrera,Williamsshire,MP,66.14,330.7
official,3,2023-04-11,Brian Garner,Port Scott,PR,37.33,111.99
fact,5,2023-12-02,Mrs. Megan Willis,Christinahaven,CA,15.82,79.1
probably,5,2023-05-25,Debbie Johnson,Hansonberg,MS,11.4,57.0
right,1,2023-10-28,Keith Reynolds,Carlsonhaven,NE,29.56,29.56
rock,10,2023-08-10,Steven Martinez,North Brianside,SD,21.11,211.1
scientist,8,2023-05-19,Allen Matthews,Brianfort,KS,37.52,300.16
wall,7,2023-09-18,Joshua Mcdonald,Lake Joseph,CA,41.7,291.9
business,1,2023-04-08,Jennifer Burnett,Brandonhaven,CA,14.49,14.49
situation,3,2023-11-16,Jason Bishop,Michaelstad,VI,41.52,124.56
onto,5,2023-01-22,Travis Williams,Paigeville,FL,80.67,403.35
ten,9,2023-06-13,Amanda Farmer,Mcdanielshire,SC,69.88,628.92
science,9,2023-05-27,Gregory Holden,Whiteburgh,RI,23.95,215.55
perhaps,2,2023-03-05,Keith Montes,Helenhaven,DC,74.19,148.38
Mrs,3,2023-07-03,Steven Barron,West Kelliport,PW,99.63,298.89
sense,4,2023-04-08,Joshua Clark,Lake Richardtown,GU,48.88,195.52
sea,2,2023-01-09,Elaine Nolan,North Jennifer,DE,36.17,72.34
whose,1,2023-04-17,Deborah Brown,Hallville,GU,52.59,52.59
role,6,2023-04-02,Wayne Harper IV,Perryside,AZ,32.39,194.34
concern,7,2023-04-14,Dustin Baker,Hubbardshire,LA,48.03,336.21
mission,2,2023-02-22,Zachary Mendoza,Lake Nancytown,PA,90.37,180.74
this,5,2023-05-11,Sean Hamilton,Lake Dominiquebury,MS,63.73,318.65
key,3,2023-10-26,Sarah Howard,Caitlinborough,NJ,60.75,182.25
catch,6,2023-05-08,Nathaniel Hodges,Taylormouth,MA,82.39,494.34
science,3,2023-02-25,Robert Stuart,Kathleenberg,NY,71.5,214.5
up,4,2023-07-19,Katherine Tapia,South Davidbury,IL,32.5,130.0
throw,7,2023-05-26,Charles Mcguire,Lake Robin,GA,59.89,419.23
nothing,5,2023-02-17,Trevor Morales,Johnstad,VI,37.45,187.25
property,5,2023-01-28,Charles Howard,East Carla,MP,61.0,305.0
white,8,2023-07-27,Robert Olson,Swansonhaven,WI,59.12,472.96
crime,7,2023-03-05,Oscar Gonzalez,Angelahaven,CT,80.42,562.94
safe,7,2023-04-17,Miranda Bright,Ronnieport,WA,18.64,130.48
admit,9,2023-06-06,Christine Watkins,West Evelynland,MH,49.77,447.93
for,6,2023-09-13,Bradley Sanders,Carolport,NJ,55.34,332.04
prepare,6,2023-05-18,Antonio Collins,New Lynn,IA,52.15,312.9
remember,7,2023-08-22,Miss Renee Maxwell,North Hunter,AL,51.99,363.93
memory,7,2023-01-14,Raymond Avila,Mcdonaldland,AR,51.52,360.64
provide,9,2023-11-22,Jennifer Mueller,Port Angelaport,IA,12.38,111.42
important,7,2023-04-19,Elizabeth Caldwell,Tylerfurt,NC,17.96,125.72
almost,3,2023-07-17,Megan Wolf,Port Becky,DC,65.37,196.11
piece,5,2023-05-24,Melvin Gonzalez,Theodoremouth,NJ,80.8,404.0
among,10,2023-06-03,Thomas Barnes,Lake Chris,TN,56.1,561.0
trouble,3,2023-08-22,Michael Miller,Lake Josephborough,ID,65.88,197.64
structure,10,2023-12-25,Timothy Mosley,Lake Pamela,VI,89.0,890.0
into,1,2023-12-13,Michael Hart,Kramerstad,NJ,77.98,77.98
live,7,2023-09-27,Jaclyn Bush,Williamsburgh,OH,21.33,149.31
Democrat,1,2023-08-17,Melanie Davis,Jacksonmouth,MD,51.65,51.65
institution,9,2023-06-04,Vincent Mccann,Brianville,MN,51.42,462.78
avoid,1,2023-06-19,Kenneth Patton,Dennismouth,NV,17.62,17.62
president,5,2023-08-28,Ashley Rodriguez,East Ericmouth,MS,84.69,423.45
drug,2,2023-11-21,Joseph Williams,West Kimberlyville,SD,40.01,80.02
community,2,2023-12-12,Amanda Wilson,Andreaville,MA,83.97,167.94
west,10,2023-11-20,Juan Williams,Wernerberg,TN,53.33,533.3
financial,6,2023-11-29,Bradley Mahoney Jr.,East Rebeccahaven,CO,87.79,526.74
else,2,2023-10-25,Justin Mcmillan,Garciatown,PR,76.64,153.28
today,9,2023-07-20,Jeremiah Garner,Bryantfurt,MP,76.54,688.86
standard,1,2023-09-24,Michael Nguyen,Smithview,WY,73.14,73.14
other,9,2023-10-21,Rachael Pena,Murphyview,OH,22.97,206.73
risk,8,2023-05-09,Tracey Bailey,Robertfurt,KS,22.28,178.24
sure,3,2023-04-30,Kristen Mckinney,Moyerburgh,ME,37.08,111.24
spring,5,2023-10-03,Brad Williams,Baldwinberg,PR,74.72,373.6
involve,1,2023-07-28,Anita Obrien,Port James,PA,82.51,82.51
citizen,10,2023-10-08,James Wood,Justinport,PR,71.9,719.0
economic,2,2023-10-02,Caleb Moore,Damonberg,WV,16.04,32.08
room,3,2023-03-15,Robert Simmons,North Ashleyhaven,VA,64.34,193.02
fly,2,2023-02-16,Misty Walsh,Dayport,OH,56.78,113.56
simply,4,2023-10-23,Andrew Tanner,Robertview,OK,28.39,113.56
least,8,2023-11-01,Jennifer Moore,New Caitlin,NM,12.22,97.76
source,9,2023-06-22,Tiffany Frazier,Carrieville,WV,49.94,449.46
family,1,2023-12-14,Rhonda Vega,North Stanley,AK,93.34,93.34
professor,5,2023-04-04,Joshua Jensen,North Troybury,FL,46.41,232.05
answer,3,2023-05-03,Benjamin Cohen,Cummingsberg,WV,83.82,251.46
few,9,2023-05-10,Nathan Johnson,Lake Jennifer,MA,33.42,300.78
put,10,2023-11-15,Lisa Brewer,Tiffanyton,CO,71.32,713.2
dream,10,2023-12-18,David Cole,North Samuelmouth,AL,21.09,210.9
lose,3,2023-10-01,Kenneth Armstrong,Tylershire,ME,67.26,201.78
perhaps,3,2023-08-18,Leah Conway,South Herbert,IN,22.75,68.25
fire,4,2023-05-31,Elizabeth Smith,South Shariland,NJ,25.37,101.48
language,9,2023-03-02,Joseph Sanchez,South Kevinmouth,MN,28.03,252.27
themselves,8,2023-12-05,Richard Russell,New Stanley,IA,36.1,288.8
member,2,2023-09-28,Shane Young,North Matthewtown,MA,96.32,192.64
upon,8,2023-10-10,Samantha Kane,Juarezfort,UT,43.06,344.48
enough,5,2023-01-29,Alicia Martinez,West Kristen,AZ,45.21,226.05
subject,2,2023-04-06,Diana Kirk,Mcleanview,PR,51.76,103.52
majority,7,2023-07-05,Alexander Hall,Lake Gary,PA,23.33,163.31
total,5,2023-07-04,Meredith Mills,Cooperville,ID,51.14,255.7
training,10,2023-03-06,Kevin Thompson,South Rebeccaport,WV,45.05,450.5
note,10,2023-10-02,Lindsey King,Blevinsstad,AZ,37.25,372.5
chair,10,2023-01-18,Brett Rivera,West Jacquelinemouth,NV,50.0,500.0
happy,6,2023-07-25,Chris Gay,New Sharon,AL,96.65,579.9
administration,8,2023-07-31,Hannah Bird,Port Michealmouth,IA,89.42,715.36
career,8,2023-01-22,Kellie Curtis,Annaborough,OR,34.92,279.36
according,3,2023-02-23,Stephanie Beasley,Weavertown,OR,42.2,126.6
with,9,2023-08-13,David Velez,Port Jason,MI,28.97,260.73
environment,9,2023-09-17,Joseph Ruiz,Leefurt,NH,45.16,406.44
feel,2,2023-12-04,Ana Reynolds,Drakebury,KS,25.7,51.4
prove,3,2023-05-07,Dominique Richmond,Morrisonburgh,MH,41.67,125.01
able,10,2023-02-23,Joy Ali,North Jamesside,MP,40.54,405.4
agent,3,2023-09-30,Michael Sanders,Carrollview,DC,35.05,105.15
possible,5,2023-01-05,Steven Jones,Lake Robinport,IN,93.11,465.55
since,2,2023-11-19,Jared White,East Williamton,MI,92.45,184.9
sign,8,2023-09-19,Noah Navarro,Churchburgh,AS,43.89,351.12
board,8,2023-01-02,Patrick Clayton,Martinezshire,ME,64.53,516.24
most,3,2023-02-06,Jennifer Smith,Janetmouth,ME,61.84,185.52
star,9,2023-11-16,Samantha Burns,West John,KY,79.79,718.11
trial,9,2023-07-19,Ricky Cruz,Lambertfort,WY,33.33,299.97
such,6,2023-02-25,Nicolas Davis,North Sabrina,AL,63.0,378.0
ground,10,2023-11-20,Beth Wells,Calhounside,ID,41.33,413.3
TV,10,2023-10-13,Ryan Lee,Lake Mark,RI,84.69,846.9
war,2,2023-06-21,Darrell Barrett,New Teresafort,NM,14.04,28.08
these,3,2023-03-13,Adam York,Arellanoville,NV,30.85,92.55
option,2,2023-06-22,Erika Li,Thomasberg,MS,54.95,109.9
mind,8,2023-11-26,Brooke Bailey,North Kayla,AR,39.13,313.04
a,4,2023-01-24,Kenneth Richards,Port Charles,PW,98.32,393.28
fly,4,2023-03-29,James Wood,Port Charleshaven,IL,19.49,77.96
effort,3,2023-10-30,Derrick Howell,East Jeffstad,IL,75.53,226.59
week,7,2023-05-06,David Hernandez,Wrightmouth,TN,78.02,546.14
second,7,2023-03-15,Chad Miller,North Tracyhaven,IL,93.01,651.07
region,1,2023-06-26,Pamela Walker,Lake Stephen,AS,65.07,65.07
various,2,2023-06-10,Mary Patton,Christiantown,VI,13.37,26.74
various,2,2023-02-01,Michelle Jones,Lake Angelburgh,MA,49.74,99.48
couple,6,2023-08-25,Teresa Martin,Paulamouth,TX,64.59,387.54
produce,1,2023-08-08,Ryan Escobar,New Davidtown,GU,93.12,93.12
movement,6,2023-09-17,Katherine Brown,Paultown,MS,19.69,118.14
some,8,2023-06-17,Shannon Smith,Watkinsmouth,GU,43.99,351.92
news,10,2023-12-08,Wayne Ward,Garciahaven,MD,60.08,600.8
great,4,2023-08-23,Stephanie Brown,Walkerland,MO,32.72,130.88
music,8,2023-09-14,Nicole Trevino,Swansontown,NJ,71.1,568.8
people,4,2023-10-17,Melissa Banks,Michellefurt,RI,28.11,112.44
break,3,2023-12-20,Lacey Floyd,South David,AK,49.07,147.21
attention,9,2023-08-29,Jimmy Mckinney,Hamiltonstad,HI,82.78,745.02
international,4,2023-11-04,Jessica Adkins,South Paulaside,AS,17.74,70.96
analysis,1,2023-06-28,Colin Rhodes,South Jeffrey,NM,66.62,66.62
rest,2,2023-03-17,Kevin Evans,Barnesbury,AR,28.32,56.64
prepare,3,2023-12-15,Dr. Michelle Wiggins,North Melvinview,MA,90.4,271.2
save,6,2023-07-08,Robin Martin,East Alejandro,IL,79.69,478.14
positive,10,2022-12-29,Brian Santos,Lydiashire,WV,59.19,591.9
provide,2,2023-11-16,Jordan Rodriguez,Mallorybury,FM,40.66,81.32
network,9,2023-09-26,Kevin Warner,South Kylemouth,IA,54.66,491.94
war,4,2023-03-26,Beverly Odonnell,Stephenview,LA,61.33,245.32
Mrs,8,2023-02-12,Karen Christensen,Roberttown,WA,55.08,440.64
Mrs,6,2023-06-27,Chelsea Costa,North Claytontown,UT,65.66,393.96
student,9,2023-10-05,Brooke Suarez,Port Matthew,CA,86.81,781.29
size,2,2023-09-02,James Morris,Edwardtown,MS,49.5,99.0
lead,7,2023-09-09,Janice Powers,Daviestown,WI,88.66,620.62
enjoy,10,2023-09-25,Dennis Parker,New Amandaton,NC,17.03,170.3
nature,9,2023-05-30,Robert Miller,North Kirk,OH,36.84,331.56
thus,2,2023-01-25,Laura Soto,Jamieville,MH,54.88,109.76
realize,1,2023-06-17,Clinton Richards,New Kristaland,PA,64.13,64.13
piece,6,2023-01-22,Travis Turner,Jamesfurt,CO,12.03,72.18
fund,5,2023-10-26,Mikayla Brown,Lake Melissachester,OK,93.0,465.0
entire,5,2023-01-24,Rebecca Price,Sharonville,WI,45.14,225.7
bit,6,2023-10-01,Morgan Porter,Hallside,AL,16.12,96.72
environment,3,2023-05-12,Erin Briggs,Kimberlyhaven,OH,97.13,291.39
pattern,2,2023-02-14,Christine Ramos,Karenchester,LA,58.1,116.2
claim,4,2023-03-16,Amanda Tanner,South Ericmouth,HI,86.79,347.16
onto,10,2023-01-16,Jessica Washington,Pruittfurt,FM,55.0,550.0
out,7,2023-09-29,Lindsey Villarreal,Reyesmouth,NE,65.68,459.76
own,9,2023-07-23,Alejandro Adkins,Robertsberg,PW,72.78,655.02
pay,2,2022-12-25,Andre Brown PhD,East Aaron,MA,62.45,124.9
answer,5,2023-04-28,Melissa Yang,Lake Gregoryland,NC,68.79,343.95
school,1,2023-10-13,Edward Garcia,West Tim,KS,40.42,40.42
green,5,2023-09-19,John Solis,Suttonburgh,CO,28.05,140.25
commercial,1,2023-09-11,Carolyn Preston,West Amanda,PA,22.54,22.54
face,9,2023-11-13,Justin Williams PhD,New Christopherchester,SD,83.51,751.59
method,6,2023-02-07,Joyce Mcpherson,New Susanberg,IA,93.18,559.08
certain,1,2023-12-09,Allison Sanchez,Lake Juanland,UT,31.21,31.21
suddenly,2,2023-02-13,Scott Carroll,North Kevin,MA,82.51,165.02
see,10,2023-06-11,Mrs. Rachael Anthony,Muellerport,RI,91.39,913.9
add,1,2023-10-07,Jeremy Russell,North Angel,WI,41.13,41.13
you,2,2023-03-13,Jennifer Pineda,North Maureen,UT,95.49,190.98
old,10,2023-06-07,Nicholas Bridges,New Bethanyburgh,MI,76.54,765.4
throw,2,2023-03-24,Charles Hahn,Lake Diana,KY,89.88,179.76
natural,8,2023-03-19,Edward Nunez,Lake Cory,DC,95.19,761.52
feeling,5,2023-04-06,William Garcia,Tannerhaven,PW,75.1,375.5
eat,2,2023-09-14,Julie Garcia,Port Anthony,AZ,13.2,26.4
decision,9,2023-06-11,James Johnson,Port John,LA,30.27,272.43
various,6,2023-10-13,Charles Walker,West Alexandershire,WV,48.84,293.04
exist,5,2023-08-03,Loretta Rodriguez,West Elizabeth,DC,80.34,401.7
determine,4,2023-10-13,Lauren Downs,Reedside,MN,11.93,47.72
sea,1,2023-03-31,Robert Jones,East Bruceborough,IA,12.37,12.37
at,4,2023-01-02,Mrs. Margaret Lawrence,West Nicholas,NY,58.08,232.32
process,7,2023-04-17,Ann Carlson,Milesshire,NH,71.37,499.59
detail,1,2023-06-17,Bradley Reynolds,New Ashley,GA,59.72,59.72
speak,1,2023-08-22,Kenneth Li,Richardfurt,MI,44.84,44.84
drive,7,2023-09-07,Anna Norris,Port Meghanborough,HI,72.59,508.13
but,7,2023-09-25,Angela Carter,South Nicolebury,IL,73.12,511.84
skill,9,2023-09-13,Sean Peters,Johnsonbury,ID,22.4,201.6
receive,8,2023-07-15,Elijah Norton,Meyerbury,CT,20.62,164.96
suffer,10,2023-02-25,Scott Berger,Jennifershire,WA,98.43,984.3
much,6,2023-10-23,Heather Bowen,Williamstown,DE,41.66,249.96
stage,6,2023-01-24,Jonathan Newton,South Jessica,GU,49.29,295.74
report,1,2023-09-25,James White,North Meganbury,GA,31.44,31.44
what,2,2023-10-23,Jamie Cunningham,South Jeffreybury,PW,62.98,125.96
Democrat,4,2023-09-18,Charles Murphy,Lake Lisa,ND,47.18,188.72
court,9,2023-09-28,Trevor Allen,New Heathershire,WI,61.12,550.08
get,1,2023-11-10,John Horne,New Brittany,DE,88.59,88.59
direction,4,2023-03-30,Stephanie Nelson,Lake Dawnfurt,VI,83.14,332.56
safe,2,2023-04-25,Tammy Sellers,West Christian,KY,15.1,30.2
south,8,2023-11-19,Kyle Garrett,West Jasmineshire,PR,26.25,210.0
politics,1,2023-04-14,Lisa Vargas,Lopezshire,TN,38.27,38.27
could,10,2023-12-13,Spencer Quinn,New Audreyberg,MT,68.97,689.7
investment,4,2023-02-25,Rachel Livingston,West Marymouth,WV,99.83,399.32
from,3,2023-06-02,Michael Walsh,Kimberlyberg,MP,64.55,193.65
interest,8,2023-10-23,Maria Clark,New Williamshire,GA,69.18,553.44
describe,2,2023-09-26,Vanessa Smith,New Jessica,HI,16.87,33.74
group,9,2023-03-23,Brandon Sanchez,East Kaitlynfurt,PA,28.53,256.77
among,6,2023-03-27,Anita Mccormick,Port Andreaton,NY,90.79,544.74
buy,4,2023-07-09,Michael Mason,Sharonmouth,CA,49.92,199.68
wrong,5,2023-08-14,Robert Palmer,Jamesborough,WA,94.73,473.65
current,9,2023-11-02,Dawn Bean,New Katie,WA,36.34,327.06
charge,4,2023-07-02,Elizabeth Johnson,Michealport,MH,57.42,229.68
crime,5,2023-01-03,Susan Pope,Valerieland,DC,38.7,193.5
watch,9,2023-09-19,Brandon Smith,Jonesborough,VA,55.31,497.79
civil,1,2023-07-18,Felicia Ryan,Lake Josephside,AK,41.2,41.2
authority,7,2023-11-13,Andrew Ochoa,Suzannefort,NM,73.5,514.5
specific,10,2023-01-29,Holly Hernandez,Kingview,DC,53.76,537.6
sister,2,2023-04-14,Frank Jackson,Glassfurt,MT,28.32,56.64
interview,3,2023-01-04,Morgan Combs,Martinezborough,AR,85.73,257.19
interview,9,2023-06-25,Keith Myers,North Juanstad,NY,30.75,276.75
four,9,2023-04-25,Samantha Chandler,Marcmouth,FL,28.97,260.73
of,6,2023-02-24,Kevin Norris,New Mark,MA,75.24,451.44
eat,3,2023-11-06,Cory Brown,New Joshua,DC,13.23,39.69
guess,4,2023-10-16,Sara Snyder DVM,East Laura,SD,72.85,291.4
red,8,2023-06-01,Jessica Parks,New Davidfort,FM,95.77,766.16
data,1,2023-01-03,Lindsay Marsh,Burtonview,MT,54.9,54.9
message,1,2023-06-02,Jill Hobbs,Emilymouth,MD,34.33,34.33
despite,10,2023-12-04,Benjamin Rodriguez,Murphyside,LA,44.58,445.8
feel,2,2023-06-30,Kevin Harrison,Garciaport,MA,15.37,30.74
toward,10,2023-04-26,Linda Hunt,Peterview,TN,44.55,445.5
cause,1,2023-06-02,Melissa Jackson,Port Stevenberg,NM,87.65,87.65
a,7,2023-07-08,Matthew Flores,Ashleyhaven,AL,49.96,349.72
image,4,2023-12-05,Ronald Landry,Conwayfort,CO,28.52,114.08
window,3,2023-04-24,Angela Scott,New Jessicafort,KY,69.39,208.17
level,9,2023-10-31,Alexandra Hendricks,New Patrickfurt,OH,14.7,132.3
risk,5,2023-11-24,Laura Torres,South Michael,WV,12.82,64.1
feel,6,2023-06-19,Stephanie Crawford,Port Kellibury,KY,94.35,566.1
exist,10,2023-01-07,Tiffany Anderson,West Christineview,RI,77.9,779.0
past,6,2023-10-12,April Lloyd,Melissaton,VA,93.04,558.24
close,5,2023-03-26,Bobby Lambert,East Haroldborough,CO,82.92,414.6
four,10,2023-02-12,Katherine Nguyen,Jonathanfurt,WY,29.49,294.9
another,1,2023-11-08,Laura Webb,Markshire,WI,40.68,40.68
either,10,2023-07-06,Jacob Holmes,New Ashley,MN,49.07,490.7
role,7,2023-11-21,Elizabeth Wiley,Osbornfurt,MS,80.44,563.08
five,1,2023-09-21,Dawn Andrews,East Dennis,NH,82.67,82.67
open,9,2023-10-11,Christopher Sullivan,Meganbury,NC,44.93,404.37
country,5,2023-01-28,Tanya Odom MD,Frenchshire,WY,87.27,436.35
budget,9,2023-10-27,Jeremy Miller,Teresatown,OK,51.72,465.48
part,10,2023-04-06,Michael Arnold,South Elizabethhaven,FM,74.73,747.3
nice,9,2023-10-18,Miranda Murray,Suttonburgh,IN,33.41,300.69
star,7,2023-12-09,Samantha Lane,South Dana,WY,52.06,364.42
claim,4,2023-11-11,Hunter Ortega,West Jacob,DC,21.87,87.48
experience,1,2023-11-16,Dylan Mcpherson,Wangport,WY,35.26,35.26
remember,5,2023-10-27,Stephanie Rubio,West Patricia,PW,17.7,88.5
share,4,2023-05-08,Lori Lewis,East Bryanside,ME,79.42,317.68
capital,5,2023-08-30,Christina Anderson,Kristinetown,GA,40.38,201.9
minute,7,2023-09-16,Michaela Barry,East Benjamin,ND,13.47,94.29
floor,5,2023-06-12,Tracy Larson,Tanyaport,HI,42.55,212.75
line,5,2023-09-18,Theresa Lewis,Rodriguezstad,NY,80.42,402.1
region,10,2023-04-14,Thomas Wells,Guerreroport,NJ,11.11,111.1
buy,5,2023-10-15,Veronica Wells,West Michaelfort,TN,61.16,305.8
market,6,2023-06-11,Nicole Williams,Garyhaven,TN,85.24,511.44
risk,3,2023-08-20,Rachel Maxwell,Sheltonport,MH,49.94,149.82
mind,1,2023-12-14,Alexandra Shelton,Williamsonmouth,MT,49.59,49.59
get,8,2023-04-24,Andrew Patton,Duffytown,RI,13.33,106.64
almost,6,2023-02-05,David Calhoun,Edwardsville,MA,53.22,319.32
stand,9,2023-11-10,Tyler Hamilton,Ryanland,MD,29.61,266.49
country,1,2023-06-15,Casey Flores,Lake Heatherland,VI,62.16,62.16
people,2,2023-03-31,Brenda Smith,West Garyfurt,KY,34.88,69.76
occur,10,2023-07-18,Hannah Cruz,Craigbury,TN,59.63,596.3
happen,2,2023-10-08,Cynthia Gonzales,Kellyport,SD,49.64,99.28
way,5,2023-10-30,Robert Wagner,Lake Stephenbury,FL,78.94,394.7
cause,5,2023-11-01,Nicole Bradley,East Frankfort,VI,33.36,166.8
western,8,2023-11-22,Kelsey Atkins,New Alejandrofort,MP,21.45,171.6
wall,3,2023-09-04,Jeffrey Martinez,Sextonhaven,NV,23.22,69.66
resource,10,2023-03-18,Jenny Campbell,North Sheena,VI,69.04,690.4
art,4,2023-12-01,Brian Bailey,North Natalieland,OR,20.3,81.2
sea,1,2023-08-04,Melissa Nguyen,Taylortown,MT,26.58,26.58
road,9,2023-01-13,Nicole Goodwin,Callahanburgh,PR,87.45,787.05
affect,10,2023-09-23,Hannah Boyd,Hullton,OH,38.56,385.6
value,9,2023-03-25,Aaron Solis,Lake Maureen,FM,74.56,671.04
would,1,2023-09-09,Samantha Hernandez,Lake Roberto,CT,95.65,95.65
chance,5,2023-09-23,Brandon Forbes,North Jason,MI,97.78,488.9
well,1,2023-02-23,Maria Martin,Ericaport,OH,71.05,71.05
answer,6,2023-11-24,Steven Smith,Lake Kristi,WI,58.64,351.84
out,1,2023-08-11,David Johnson,Vazquezfurt,CA,64.05,64.05
interesting,6,2023-06-14,Gregory Mcpherson,West Justin,AZ,19.82,118.92
picture,9,2023-01-04,Janet Walsh,North Emilyland,IN,49.94,449.46
great,9,2023-07-15,Tammy Rice,Hallview,MH,16.97,152.73
do,4,2023-12-11,Corey Boyd,East Michelleview,IN,39.32,157.28
best,6,2023-03-07,Sylvia Chavez,Bairdland,ND,84.62,507.72
thought,7,2023-05-16,Erika Snyder,Richardstad,KS,16.43,115.01
around,7,2023-12-23,Dr. Ivan Anderson,South Monica,GU,88.83,621.81
energy,3,2023-12-05,Derek Campbell,Port Monicastad,TX,12.22,36.66
best,10,2023-08-05,Christopher Moran,North Tammy,PA,80.93,809.3
method,6,2023-05-17,Ryan Snyder,West Debrastad,AK,97.76,586.56
subject,6,2023-07-06,Todd Gonzalez Jr.,Bartonberg,ND,52.36,314.16
anyone,5,2023-03-11,Paul Stevenson,North Kendrachester,ME,65.97,329.85
agency,3,2023-03-06,Molly Faulkner,Whiteberg,AL,43.15,129.45
community,5,2023-10-01,Kimberly Simpson,West Heather,GA,93.73,468.65
positive,10,2023-11-27,Stephanie Collins,Lake Lauren,NJ,12.3,123.0
save,10,2023-08-17,Timothy Williams,South Davidborough,MI,29.03,290.3
new,6,2023-01-13,Danielle Perez,Port Charlesfort,IL,55.97,335.82
security,9,2023-02-21,Christopher Hale,East Kim,GU,80.51,724.59
avoid,6,2023-04-19,Jennifer Kim,Moniquebury,KS,94.59,567.54
under,7,2023-07-12,Sean Baker,Clementsbury,MS,84.77,593.39
wall,1,2023-06-19,Jeffrey Powers,Byrdside,MI,69.14,69.14
coach,3,2023-04-02,Karen Lowe,Howardport,UT,44.3,132.9
challenge,2,2023-11-28,Taylor Benson,Port Michael,PA,95.97,191.94
company,4,2023-02-25,Robert Brooks,Lake Ernesttown,ND,60.89,243.56
